id;Name;Price;City;ShopName;Rating;Rating Average;Total Reviews;Sold;Link
250270775;LittleMaria Mushroom sauce/Saus jamur 500g;66600;Jakarta Barat;LittleMaria Official;5;5.0;5486;5486;https://www.tokopedia.com/littlemaria/littlemaria-mushroom-sauce-saus-jamur-500g?extParam=cmp%3D1%26ivf%3Dtrue%26src%3Dsearch
1774709930;jamur merang segar;45000;Jakarta Pusat;MRAlFRESH;5;4.9;161;161;https://www.tokopedia.com/mralfresh/jamur-merang-segar?extParam=ivf%3Dfalse%26src%3Dsearch
1866613915;Kaldu Jamur Alami Non MSG (200 Gram) / Pengganti MSG - HAYS;36700;Jakarta Utara;HAYSFOOD;5;4.9;287;287;https://www.tokopedia.com/haysfoodofficial/kaldu-jamur-alami-non-msg-200-gram-pengganti-msg-hays?extParam=ivf%3Dfalse%26src%3Dsearch
766882499;Jamur Hioko Kering/ Dried Shitake Mushroom grade A ukuran KECIL 100gr;30000;Jakarta Barat;Suhari Jaya;5;4.9;848;848;https://www.tokopedia.com/suharijaya/jamur-hioko-kering-dried-shitake-mushroom-grade-a-ukuran-kecil-100gr?extParam=ivf%3Dfalse%26src%3Dsearch
8396896533;JAMUR MERANG [250g];10700;Jakarta Selatan;SAYUR SEGAR | Official;5;4.8;247;247;https://www.tokopedia.com/sayursegar-id/jamur-merang-250g-jamur-kuping?extParam=ivf%3Dfalse%26src%3Dsearch
14212066274;DEL MONTE Carbonara Mushroom Sauce / Saus Carbonara Jamur 180 Gr;17990;Jakarta Utara;Frozen Mart Jakarta;5;4.9;46;46;https://www.tokopedia.com/frozenmartjakarta/del-monte-carbonara-mushroom-sauce-saus-carbonara-jamur-180-gr?extParam=ivf%3Dfalse%26src%3Dsearch
116931084;Popcorn Mushroom kiloan Preferred Jumbo Mushroom Poprcorn;33049;Jakarta Barat;Terus Jaya Goh Surono;5;4.8;639;639;https://www.tokopedia.com/gohsurono/popcorn-mushroom-kiloan-preferred-jumbo-mushroom-poprcorn?extParam=ivf%3Dfalse%26src%3Dsearch
539639520;SUHP Jamur Hitam Putih/ Dried Black White Back Fungus 1kg;87500;Jakarta Barat;Suhari Jaya;5;5.0;1010;1010;https://www.tokopedia.com/suharijaya/suhp-jamur-hitam-putih-dried-black-white-back-fungus-1kg?extParam=ivf%3Dfalse%26src%3Dsearch
585278983;Jamur Hioko Kering/ Dried Shitake Mushroom grade A ukuran BESAR 100gr;30000;Jakarta Barat;Suhari Jaya;5;4.9;356;356;https://www.tokopedia.com/suharijaya/jamur-hioko-kering-dried-shitake-mushroom-grade-a-ukuran-besar-100gr?extParam=ivf%3Dfalse%26src%3Dsearch
11885445126;Dried Porcini Mushroom;100000;Jakarta Barat;The Spices Garden;5;4.9;35;35;https://www.tokopedia.com/thespicesgarden/dried-porcini-mushroom-50gr-2af71?extParam=ivf%3Dfalse%26src%3Dsearch
12136804428;Crystal Farm | Shiitake Mushroom Food Powder 20gr / Bubuk Kaldu Jamur;35000;Jakarta Pusat;Crystal of the Sea (JKT);5;5.0;138;138;https://www.tokopedia.com/cotsjakarta/crystal-farm-shiitake-mushroom-food-powder-20gr-bubuk-kaldu-jamur?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D7734551
2035582330;Organic Center Kaldu Jamur Non MSG 80Gr - Kaldu Jamur by Titi Kamal;18999;Jakarta Utara;Alora Essential;5;5.0;386;386;https://www.tokopedia.com/aloraessential/organic-center-kaldu-jamur-non-msg-80gr-kaldu-jamur-by-titi-kamal?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch
1790434602;Jamur Kuping 250gr FreshBox;7900;Tangerang;FreshBox;5;4.9;439;439;https://www.tokopedia.com/freshfruitvegie/jamur-kuping-250gr-freshbox?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D2882101
6976516082;jamur enoki 100 gr;3500;Surabaya;A 90 ES;5;4.9;121;121;https://www.tokopedia.com/a90es/jamur-enoki-100-gr?extParam=ivf%3Dfalse%26src%3Dsearch
2462315125;Kaldu jamur Totole 1kg;90990;Jakarta Barat;MBL Store;5;5.0;630;630;https://www.tokopedia.com/medanbaganlang/kaldu-jamur-totole-1kg?extParam=ivf%3Dfalse%26src%3Dsearch
1617458141;Kaldu Jamur Motovegan Penyedap Alami 500gr HALAL Mantap;47500;Jakarta Barat;Suket Teki Super Store;5;5.0;589;589;https://www.tokopedia.com/suket-teki/kaldu-jamur-motovegan-penyedap-alami-500gr-halal-mantap?extParam=ivf%3Dfalse%26src%3Dsearch
809099788;Holycow! - Mushroom Sauce (Sauce & Condiment);80000;Tangerang Selatan;Holycow Official Store;5;5.0;788;788;https://www.tokopedia.com/holycowofficial/holycow-mushroom-sauce-sauce-condiment?extParam=ivf%3Dtrue%26src%3Dsearch
2053800644;Kaldu Jamur / Totole Jamur / Kaldu Jamur Totole 200 gram;26500;Jakarta Barat;OTEND FOOD;5;5.0;2887;2887;https://www.tokopedia.com/otendfood/kaldu-jamur-totole-jamur-kaldu-jamur-totole-200-gram?extParam=ivf%3Dfalse%26src%3Dsearch
1587052289;Kaldu Jamur non MSG /Pengganti MSG /Mushroom Bouilon -HAYS;10900;Jakarta Utara;HAYSFOOD;5;5.0;394;394;https://www.tokopedia.com/haysfoodofficial/kaldu-jamur-non-msg-pengganti-msg-mushroom-bouilon-hays?extParam=ivf%3Dfalse%26src%3Dsearch
9007539956;jamur merang segar 1 kg;43000;Jakarta Pusat;Pak Sayur;5;4.9;52;52;https://www.tokopedia.com/paksayur/jamur-merang-segar-1-kg?extParam=ivf%3Dfalse%26src%3Dsearch
1630053895;Kaldu Jamur Sunbay 400g;28010;Jakarta Barat;Terus Jaya Goh Surono;5;5.0;437;437;https://www.tokopedia.com/gohsurono/kaldu-jamur-sunbay-400g?extParam=ivf%3Dfalse%26src%3Dsearch
1696602891;Dried Shitake Mushroom | Jamur Shitake Kering 50 gram;23500;Tangerang Selatan;Segaru Foods;5;5.0;892;892;https://www.tokopedia.com/segarufoods/dried-shitake-mushroom-jamur-shitake-kering-50-gram?extParam=ivf%3Dfalse%26src%3Dsearch
266439240;Totole Kaldu Jamur 400 gram;49650;Jakarta Barat;MBL Store;5;4.9;438;438;https://www.tokopedia.com/medanbaganlang/totole-kaldu-jamur-400-gram?extParam=ivf%3Dfalse%26src%3Dsearch
9107121045;jamur champignon 1 kg;42500;Jakarta Pusat;Pak Sayur;5;5.0;339;339;https://www.tokopedia.com/paksayur/jamur-champignon-1-kg?extParam=ivf%3Dfalse%26src%3Dsearch
2020165393;jamur enoki;3500;Surabaya;A 90 ES;5;4.8;603;603;https://www.tokopedia.com/a90es/jamur-enoki?extParam=ivf%3Dfalse%26src%3Dsearch
7033888563;HERRING BRAND Kaldu Jamur Shitake / Mushroom Seasoning Powder 454 Gr;33490;Jakarta Utara;Frozen Mart Jakarta;5;5.0;398;398;https://www.tokopedia.com/frozenmartjakarta/herring-brand-kaldu-jamur-shitake-mushroom-seasoning-powder-454-gr?extParam=ivf%3Dfalse%26src%3Dsearch
1436815420;jamur kuping hitam premium/su brand dried fungus black 100gram;53000;Jakarta Utara;Leicester Dona;5;5.0;42;42;https://www.tokopedia.com/ldona/jamur-kuping-hitam-premium-su-brand-dried-fungus-black-100gram?extParam=ivf%3Dfalse%26src%3Dsearch
279814280;Jagung popcorn Jumbo Mushroom 1 kg;35000;Kab. Tangerang;TokoBenua;5;4.8;1907;1907;https://www.tokopedia.com/tokobenua/jagung-popcorn-jumbo-mushroom-1-kg-1?extParam=ivf%3Dfalse%26src%3Dsearch
9522911459;Kaldu Jamur totole jamur 1kg 1 kg;89500;Tangerang;Popular Grocery Store;5;4.9;790;790;https://www.tokopedia.com/populargrocery/kaldu-jamur-totole-jamur-1kg-1-kg?extParam=ivf%3Dfalse%26src%3Dsearch
1651598382;Jamur Hioko Kering/ Shitake uk 3-4 250gr;55000;Jakarta Barat;Suhari Jaya;5;5.0;170;170;https://www.tokopedia.com/suharijaya/jamur-hioko-kering-shitake-uk-3-4-250gr?extParam=ivf%3Dfalse%26src%3Dsearch
1517638459;JAMUR SHITAKE / PAYUNG KERING/ SIANGKU Grade A - Repack 100gr;26300;Surabaya;Tobaking Murah Online;5;5.0;1021;1021;https://www.tokopedia.com/tobakingmurahonline/jamur-shitake-payung-kering-siangku-grade-a-repack-100gr?extParam=ivf%3Dfalse%26src%3Dsearch
7126284762;Jamur Enoki Mushroom IMPORT 1 pack 100 gr;2999;Jakarta Pusat;HasilSumberalaM;5;4.9;248;248;https://www.tokopedia.com/hasilsumberalam/jamur-enoki-mushroom-import-1-pack-100-gr-green-box-ungu?extParam=ivf%3Dfalse%26src%3Dsearch
1522817795;Jamur kuping kering FYF 250 gram Grade A;24975;Surabaya;LikeMe Foodie;5;4.9;148;148;https://www.tokopedia.com/likemefoodie/jamur-kuping-kering-fyf-250-gram-grade-a?extParam=ivf%3Dfalse%26src%3Dsearch
1923639481;Sayuran Sayur FRESH Jamur Kancing / Jamur Champignon 100 Gram- Wfbogor;10000;Bogor;almairastore2;5;4.8;54;54;https://www.tokopedia.com/almairastore2/sayuran-sayur-fresh-jamur-kancing-jamur-champignon-100-gram-wfbogor?extParam=ivf%3Dfalse%26src%3Dsearch
4803016184;Pura Kaldu Asli - Bumbu Kaldu Jamur (100gr) - No MSG - Serbaguna;69000;Kab. Sidoarjo;PURA INDONESIA;5;5.0;921;921;https://www.tokopedia.com/puraindonesia/pura-kaldu-asli-bumbu-kaldu-jamur-100gr-no-msg-serbaguna?extParam=ivf%3Dtrue%26src%3Dsearch
2195814958;jamur shitake kering mushroom XiangKu SiangKu 100gr 1 ons;24005;Surabaya;Little Devan;5;4.9;158;158;https://www.tokopedia.com/littledevan/jamur-shitake-kering-mushroom-xiangku-siangku-100gr-1-ons?extParam=ivf%3Dfalse%26src%3Dsearch
4396954990;Jamur Shitake Xiang Gu Hioko Fragrant Mushroom 100 g;14498;Jakarta Utara;Healthy By Tasty;5;4.9;3257;3257;https://www.tokopedia.com/healthybytasty/jamur-shitake-xiang-gu-hioko-fragrant-mushroom-100-g-hiokokecil50gr?extParam=ivf%3Dfalse%26src%3Dsearch
1943156929;Beorganik Truffle Seasoning 90gr / Bumbu Tabur Jamur Truffle NON MSG;30000;Jakarta Barat;Beorganik;5;4.9;385;385;https://www.tokopedia.com/beorganik/beorganik-truffle-seasoning-90gr-bumbu-tabur-jamur-truffle-non-msg?extParam=ivf%3Dfalse%26src%3Dsearch
4450022118;Scoby dan Starter Kombucha / Bibit Jamur Dipo Organik;35000;Kab. Tangerang;LilyGold;5;5.0;922;922;https://www.tokopedia.com/lilygold/scoby-dan-starter-kombucha-bibit-jamur-dipo-organik?extParam=ivf%3Dfalse%26src%3Dsearch
2209008302;Jamur King Oyster Import / King Oyster Mushroom;15000;Jakarta Utara;Fruit Storage;5;5.0;440;440;https://www.tokopedia.com/fruitstorageid/jamur-king-oyster-import-king-oyster-mushroom?extParam=ivf%3Dfalse%26src%3Dsearch
900742596;Royco Bumbu Kaldu Jamur 40G;5400;Bekasi;Unilever Official Store;5;4.9;1714;1714;https://www.tokopedia.com/unilever/royco-bumbu-kaldu-jamur-40g?extParam=ivf%3Dtrue%26src%3Dsearch
2560634700;Jamur Portobello 200 gram - Grade B;16000;Jakarta Selatan;Tokopedia NOW!;5;5.0;1;1;https://www.tokopedia.com/now/jamur-portobello-200-gram-grade-b?extParam=ivf%3Dfalse%26src%3Dsearch
1029395601;Jamur Shiitake Hioko Kering Tebal Ukuran Besar Kemasan 100gr;28500;Kab. Tangerang;sumber urip makmur;5;4.9;545;545;https://www.tokopedia.com/sumberuripmakmur/jamur-shiitake-hioko-kering-tebal-ukuran-besar-kemasan-100gr?extParam=ivf%3Dfalse%26src%3Dsearch
12886894523;Barefood Bumboo Kaldu Ayam Sapi Jamur - Kaldu Mpasi - Kaldu Non MSG;27500;Jakarta Utara;Alora Essential;5;5.0;88;88;https://www.tokopedia.com/aloraessential/barefood-bumboo-kaldu-ayam-sapi-jamur-kaldu-mpasi-kaldu-non-msg-kaldu-ayam?extParam=ivf%3Dfalse%26src%3Dsearch
248862147;Jamur Champignon / Jamur Kancing Fresh (Khusus Area Jabodetabek);22500;Jakarta Pusat;Alicia Homeware Shop;5;5.0;1480;1480;https://www.tokopedia.com/aliciahomeware/jamur-champignon-jamur-kancing-fresh-khusus-area-jabodetabek?extParam=ivf%3Dfalse%26src%3Dsearch
490660025;Jamur Kuping Hitam Putih SU HP 1000GR (Resep Jantung Koroner);89998;Kab. Tangerang;sumber urip makmur;5;4.9;655;655;https://www.tokopedia.com/sumberuripmakmur/jamur-kuping-hitam-putih-su-hp-1000gr-resep-jantung-koroner?extParam=ivf%3Dfalse%26src%3Dsearch
11950560514;(SINGLE SERVE) LittleMaria Black Truffle Mushroom Sauce 100g;26910;Jakarta Barat;LittleMaria Official;5;5.0;53;53;https://www.tokopedia.com/littlemaria/single-serve-littlemaria-black-truffle-mushroom-sauce-100g?extParam=cmp%3D1%26ivf%3Dtrue%26src%3Dsearch
11662406343;BAREFOOD BUMBOO KALDU AYAM DAN JAMUR - 90gr (KALDU MPASI BABY);19900;Tangerang Selatan;Baby Ministry;5;5.0;360;360;https://www.tokopedia.com/babyministry/barefood-bumboo-kaldu-ayam-dan-jamur-90gr-kaldu-mpasi-baby-canola-oil-c903f?extParam=ivf%3Dfalse%26src%3Dsearch
2863671727;Kaldu Jamur TOTOLE 200gr Kaldu Jamur 200Gram kemasan 200G;26800;Surabaya;Tobaking Murah Online;5;5.0;751;751;https://www.tokopedia.com/tobakingmurahonline/kaldu-jamur-totole-200gr-kaldu-jamur-200gram-kemasan-200g?extParam=ivf%3Dfalse%26src%3Dsearch
12136821906;Crystal Farm | Shiitake Mushroom Food Powder 80gr / Bubuk Kaldu Jamur;100000;Surabaya;Crystal of the Sea (JKT);5;5.0;30;30;https://www.tokopedia.com/cotsjakarta/crystal-farm-shiitake-mushroom-food-powder-80gr-bubuk-kaldu-jamur?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D0
13720905941;LittleMaria Mushroom sauce/Saus jamur 250g;33300;Jakarta Barat;LittleMaria Official;5;5.0;20;20;https://www.tokopedia.com/littlemaria/littlemaria-mushroom-sauce-saus-jamur-250g?extParam=cmp%3D1%26ivf%3Dtrue%26src%3Dsearch
261575618;Totole kaldu jamur 80 gram;10690;Jakarta Barat;MBL Store;5;5.0;244;244;https://www.tokopedia.com/medanbaganlang/totole-kaldu-jamur-80-gram?extParam=ivf%3Dfalse%26src%3Dsearch
9047172405;Jamur Shiitake / Shiitake Mushroom 1Kg;26000;Jakarta Pusat;Meat 'N' Fresh Official Store;5;5.0;54;54;https://www.tokopedia.com/meatnfreshofficialstore/jamur-shiitake-shiitake-mushroom-1kg?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D15596234
2103003200;totole kaldu jamur 80gr non MSG penyedap makanan;10981;Surabaya;Little Devan;5;5.0;716;716;https://www.tokopedia.com/littledevan/totole-kaldu-jamur-80gr-non-msg-penyedap-makanan?extParam=ivf%3Dfalse%26src%3Dsearch
1787273197;Kaldu Jamur Totole Halal MUI 80 gram;10850;Kab. Tangerang;Somura TBK;5;5.0;1340;1340;https://www.tokopedia.com/somura-tbk/kaldu-jamur-totole-halal-mui-80-gram?extParam=ivf%3Dfalse%26src%3Dsearch
1696225030;NONGSHIM Shin Ramyun Spicy Mushroom 120 gr;10999;Kab. Tangerang;Somura TBK;5;5.0;1808;1808;https://www.tokopedia.com/somura-tbk/nongshim-shin-ramyun-spicy-mushroom-120-gr?extParam=ivf%3Dfalse%26src%3Dsearch
2292398834;Jamur Hioko Shitake Kering Kualitas Super 4-5 cm - 250gr;45000;Jakarta Barat;adhi _store;5;5.0;701;701;https://www.tokopedia.com/adhistore-2/jamur-hioko-shitake-kering-kualitas-super-4-5-cm-250gr-100-gram?extParam=ivf%3Dfalse%26src%3Dsearch
865986317;Jamur Kancing Kaleng Champignons 425gr / Mushroom Red Boat Brand;15750;Jakarta Utara;berkah terang;5;4.9;1699;1699;https://www.tokopedia.com/berkah-terang/jamur-kancing-kaleng-champignons-425gr-mushroom-red-boat-brand?extParam=ivf%3Dfalse%26src%3Dsearch
253776887;500gr Kaki Jamur - Hioco - Kering;70864;Jakarta Barat;Kesehatan Vegan;5;5.0;302;302;https://www.tokopedia.com/kesehatanvegan/500gr-kaki-jamur-hioco-kering?extParam=ivf%3Dfalse%26src%3Dsearch
1514062144;Jamur Shitake Kering 500gr Hioko Dried Mushroom / Shintake Shiitake;115000;Jakarta Barat;Toko BERKAH Ikan Asin;5;4.9;52;52;https://www.tokopedia.com/tokoberkahikan/jamur-shitake-kering-500gr-hioko-dried-mushroom-shintake-shiitake?extParam=ivf%3Dfalse%26src%3Dsearch
14618891312;Jamur Enoki 1 pack / Enoki 1 dus Segar / Enoki Mushroom;3040;Jakarta Utara;Fruit Storage;5;5.0;1380;1380;https://www.tokopedia.com/fruitstorageid/jamur-enoki-1-pack-enoki-1-dus-segar-enoki-mushroom-greenbox-100g-87589?extParam=ivf%3Dfalse%26src%3Dsearch
373899173;Jamur Champignon / Jamur Kancing Fresh 1kg;44500;Jakarta Pusat;Eka Guna Utama;5;5.0;408;408;https://www.tokopedia.com/ekagunautama/jamur-champignon-jamur-kancing-fresh-1kg?extParam=ivf%3Dfalse%26src%3Dsearch
1536727538;Jamur Shitake Hioko Kering Premium 100gr Vegetarian Vegan;25000;Jakarta Barat;Natura VOH;5;4.8;294;294;https://www.tokopedia.com/naturavoh/jamur-shitake-hioko-kering-premium-100gr-vegetarian-vegan?extParam=ivf%3Dfalse%26src%3Dsearch
1801389080;Jamur Kancing Champignon 500gr / Champignon mushroom / Sayur Segar;5500;Jakarta Selatan;SayFruit;5;5.0;1479;1479;https://www.tokopedia.com/sayfruit/jamur-kancing-champignon-500gr-champignon-mushroom-sayur-segar-100gr?extParam=ivf%3Dfalse%26src%3Dsearch
2284945024;jamur champignon fresh;15000;Jakarta Barat;Citra Fresh Official Store;5;4.9;523;523;https://www.tokopedia.com/citrafresh/jamur-champignon-fresh?extParam=ivf%3Dfalse%26src%3Dsearch
774589740;Green Rebel Mushroom Patty | Veggie Burger Vegan | 225 gr;55000;Jakarta Selatan;Green Rebel Burgreens;5;5.0;283;283;https://www.tokopedia.com/green-rebel/green-rebel-mushroom-patty-veggie-burger-vegan-225-gr?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D3080700
2688508114;DJ&A Shitake Mushroom;40000;Jakarta Barat;foodbylibra;5;5.0;154;154;https://www.tokopedia.com/foodbylibra/dj-a-shitake-mushroom-30-gram?extParam=ivf%3Dfalse%26src%3Dsearch
900746335;Royco Bumbu Kaldu Jamur 170G;22200;Bekasi;Unilever Official Store;5;4.9;913;913;https://www.tokopedia.com/unilever/royco-bumbu-kaldu-jamur-170g?extParam=ivf%3Dtrue%26src%3Dsearch
1000164747;Fortune White Back Black Fungus/ Jamur Hitam Putih 1kg;87500;Jakarta Barat;Suhari Jaya;5;4.9;213;213;https://www.tokopedia.com/suharijaya/fortune-white-back-black-fungus-jamur-hitam-putih-1kg?extParam=ivf%3Dfalse%26src%3Dsearch
1715251781;Yin Er Yiner Jamur Putih Kering Bai Mu Er White Fungus 1 Buah 30g;18900;Jakarta Barat;Toko Pancoran Satu;5;4.9;592;592;https://www.tokopedia.com/tokopancoran/yin-er-yiner-jamur-putih-kering-bai-mu-er-white-fungus-1-buah-30g?extParam=ivf%3Dfalse%26src%3Dsearch
585287708;Jamur Putih/ Jamur Es/ Pai Mu Er/ Bokji Putih 100gr;28000;Jakarta Barat;Suhari Jaya;5;5.0;319;319;https://www.tokopedia.com/suharijaya/jamur-putih-jamur-es-pai-mu-er-bokji-putih-100gr?extParam=ivf%3Dfalse%26src%3Dsearch
1251729560;LittleMaria Black Truffle Mushroom Sauce 500gr 4-6portions;125910;Jakarta Barat;LittleMaria Official;5;5.0;702;702;https://www.tokopedia.com/littlemaria/littlemaria-black-truffle-mushroom-sauce-500gr-4-6portions?extParam=ivf%3Dtrue%26src%3Dsearch
699140325;SU Brand Jamur Putih / Jamur Es / Jamur Salju - 500gr;95000;Jakarta Barat;kulakuolshop;5;5.0;335;335;https://www.tokopedia.com/kulakuolshop/su-brand-jamur-putih-jamur-es-jamur-salju-500gr?extParam=ivf%3Dfalse%26src%3Dsearch
1106367438;Totole kaldu jamur 80 gram;10495;Jakarta Barat;Duta packing;5;5.0;2262;2262;https://www.tokopedia.com/dpacking/totole-kaldu-jamur-80-gram?extParam=ivf%3Dfalse%26src%3Dsearch
7887681777;Jamur Kuping Kering Bokni Bokji Hitam Dried Black Fungus 100g;27998;Jakarta Utara;Healthy By Tasty;5;5.0;883;883;https://www.tokopedia.com/healthybytasty/jamur-kuping-kering-bokni-bokji-hitam-dried-black-fungus-100g-kupingsayur100g?extParam=ivf%3Dfalse%26src%3Dsearch
2720055785;Jamur Champignon 250 gram;23100;Jakarta Selatan;Tokopedia NOW!;5;5.0;13976;13976;https://www.tokopedia.com/now/jamur-champignon-250-gram?extParam=ivf%3Dfalse%26src%3Dsearch
4665812755;Origin Moku Kaldu Jamur 85gr - Kaldu Jamur No MSG - Bumbu Penyedap;27500;Jakarta Utara;Alora Essential;5;5.0;85;85;https://www.tokopedia.com/aloraessential/origin-moku-kaldu-jamur-85gr-kaldu-jamur-no-msg-bumbu-penyedap?extParam=ivf%3Dfalse%26src%3Dsearch
11806202489;Kaldu Jamur Totole 1kg Penyedap Rasa;93500;Jakarta Utara;Toko Erwin Teluk Gong;5;5.0;1363;1363;https://www.tokopedia.com/tokoerwintg/kaldu-jamur-totole-1kg-penyedap-rasa?extParam=ivf%3Dfalse%26src%3Dsearch
2344695057;Knorr Mushroom & Vegetable Seasoning (NON - MSG);44400;Surabaya;Unilever Food Solution;5;4.9;1571;1571;https://www.tokopedia.com/unilever-food/knorr-mushroom-vegetable-seasoning-non-msg?extParam=ivf%3Dfalse%26src%3Dsearch
12251262022;Totole Kaldu Jamur 200 Gram Bumbu Dapur Penyedap Rasa Non Msg Halal;25000;Semarang;Mekar Jaya ID;5;5.0;60;60;https://www.tokopedia.com/mekarjayaid/totole-kaldu-jamur-200-gram-bumbu-dapur-penyedap-rasa-non-msg-halal?extParam=ivf%3Dfalse%26src%3Dsearch
2050037639;Jamur Tiram + Gratis Bonus;8500;Jakarta Barat;Om Sayur Foods;5;4.9;119;119;https://www.tokopedia.com/om-sayur/jamur-tiram-gratis-bonus?extParam=ivf%3Dfalse%26src%3Dsearch
2368234787;Bakmi GM - Paket Bakmi Ayam Jamur Special GM Frozen;87000;Jakarta Pusat;Bakmi GM;5;5.0;609;609;https://www.tokopedia.com/bakmigm/bakmi-gm-paket-bakmi-ayam-jamur-special-gm-frozen?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D0
1354547262;Jamur Hioko Kering / Shitake Mushroom Kering ukuran 5-7 500gr (TEBAL);130000;Jakarta Barat;Suhari Jaya;5;5.0;118;118;https://www.tokopedia.com/suharijaya/jamur-hioko-kering-shitake-mushroom-kering-ukuran-5-7-500gr-tebal?extParam=ivf%3Dfalse%26src%3Dsearch
3940579287;Dried Black Fungus Import / Jamur Kuping Kering Import Super;31850;Jakarta Barat;kenscornerid;5;5.0;44;44;https://www.tokopedia.com/kenscornerid/dried-black-fungus-import-jamur-kuping-kering-import-super-100-gram?extParam=ivf%3Dfalse%26src%3Dsearch
1383218982;Beorganik Shitake Powder / Jamur Shitake Bubuk 50gr;70000;Jakarta Barat;Beorganik;5;4.9;102;102;https://www.tokopedia.com/beorganik/beorganik-shitake-powder-jamur-shitake-bubuk-50gr?extParam=ivf%3Dfalse%26src%3Dsearch
2285908655;Jamur Hioko Shitake Kering Kualitas super Size Besar 5-7 Cm;50000;Jakarta Barat;adhi _store;5;5.0;132;132;https://www.tokopedia.com/adhistore-2/jamur-hioko-shitake-kering-kualitas-super-size-besar-5-7-cm-100-gram?extParam=ivf%3Dfalse%26src%3Dsearch
14819101137;Omayo Creamy Mushroom Sauce Premium | Saus Jamur Asli Premium Siap Saji - 500 gr;69500;Bekasi;Hijrahfood Meatshop;5;5.0;22;22;https://www.tokopedia.com/hijrahfood/omayo-creamy-mushroom-sauce-premium-saus-jamur-asli-premium-siap-saji-500-gr?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D0
2434806510;JAGUNG POPCORN MENTAH 1 KG JUMBO MUSHROOM;34000;Jakarta Utara;cemilanmentahjakarta;5;4.9;243;243;https://www.tokopedia.com/cemilanmentahjakarta/jagung-popcorn-mentah-1-kg-jumbo-mushroom?extParam=ivf%3Dfalse%26src%3Dsearch
901890986;angco 1kg jamur hitam putih 1 kg -untuk kolesterol & jantung;152000;Tangerang Selatan;sehat herbal 56;5;4.9;90;90;https://www.tokopedia.com/sehatherbal56/angco-1kg-jamur-hitam-putih-1-kg-untuk-kolesterol-jantung?extParam=ivf%3Dfalse%26src%3Dsearch
